966873.2906600421,1935681.7268802833,1
966867.6583221732,1935668.8155494707,0
966867.6119124081,1935675.4258214852,0
966866.872273583,1935678.8500564843,0
966873.2906600457,1935681.7268800463,1
966867.6583221764,1935668.8155492337,0
966867.6119124116,1935675.4258212484,0
966866.8722735865,1935678.8500562473,0
966873.2906600457,1935681.7268800463,1
966867.6583221763,1935668.815549234,0
966867.6119124115,1935675.4258212484,0
966866.8722735865,1935678.8500562476,0
966873.2906600457,1935681.7268800463,1
966867.6583221764,1935668.815549234,0
966867.6119124115,1935675.4258212484,0
966866.8722735865,1935678.8500562476,0
966873.2906600457,1935681.7268800463,1
966867.6583221764,1935668.8155492337,0
966867.6119124116,1935675.4258212484,0
966866.8722735865,1935678.8500562476,0
966873.2906600457,1935681.7268800463,1
966867.6583221764,1935668.8155492337,0
966867.6119124116,1935675.4258212484,0
966866.8722735865,1935678.8500562476,0
966873.2906600457,1935681.7268800463,1
966867.6583221764,1935668.8155492337,0
966867.6119124115,1935675.4258212484,0
966866.8722735865,1935678.8500562476,0
966873.2906600457,1935681.7268800463,1
966867.6583221764,1935668.8155492337,0
966867.6119124115,1935675.4258212484,0
966866.8722735865,1935678.8500562476,0
966873.2906600421,1935681.7268802833,1
966867.6583221728,1935668.8155494707,0
966867.6119124079,1935675.4258214855,0
966866.8722735828,1935678.8500564846,0
966873.2906600457,1935681.7268800463,1
966867.6583221764,1935668.8155492337,0
966867.6119124116,1935675.4258212484,0
966866.8722735865,1935678.8500562476,0
966873.2906600457,1935681.7268800463,1
966867.6583221764,1935668.8155492337,0
966867.6119124116,1935675.4258212484,0
966866.8722735865,1935678.8500562476,0
966873.2906600457,1935681.7268800463,1
966867.6583221764,1935668.8155492337,0
966867.6119124116,1935675.4258212484,0
966866.8722735865,1935678.8500562476,0
966873.2906600457,1935681.7268800463,1
966867.6583221764,1935668.8155492337,0
966867.6119124115,1935675.4258212484,0
966866.8722735865,1935678.8500562476,0
966873.2906600457,1935681.7268800463,1
966867.6583221764,1935668.8155492337,0
966867.6119124115,1935675.4258212484,0
966866.8722735865,1935678.8500562476,0
,,1
966873.2906600421,1935681.7268802833,1
966867.6583221728,1935668.8155494707,0
966867.6119124079,1935675.4258214855,0
966866.8722735828,1935678.8500564846,0
966873.2906600457,1935681.7268800463,1
966867.6583221764,1935668.8155492337,0
966867.6119124116,1935675.4258212484,0
966866.8722735865,1935678.8500562476,0
966873.2906600457,1935681.7268800463,1
966867.6583221764,1935668.8155492337,0
966867.6119124116,1935675.4258212484,0
966866.8722735865,1935678.8500562476,0
966873.2906600457,1935681.7268800463,1
966867.6583221764,1935668.815549234,0
966867.6119124115,1935675.4258212484,0
966866.8722735865,1935678.8500562476,0
966873.2906856528,1935681.7252709721,1
966867.688715701,1935668.834370022,0
966867.6191568103,1935675.4428631642,0
966866.8721773019,1935678.8544060038,0
966873.2912718074,1935681.6884383643,1
966867.6704607826,1935668.74887121,0
966867.6329289988,1935675.4697273409,0
966866.8721698294,1935678.8473620797,0
966875.2831413586,1935679.2943227557,0
966873.2932297562,1935681.5802645006,1
966867.6262100158,1935668.6966904032,0
966867.6372156945,1935675.4529951685,0
966866.8710434947,1935678.7912613894,0
966875.3073167837,1935679.2789795927,0
966873.2973826359,1935681.4472853825,1
966867.563806517,1935668.7389238225,0
966867.6082335972,1935675.521172561,0
966866.863360373,1935678.762398273,0
966873.3082275393,1935681.2446558203,1
966867.5510679055,1935668.8694009555,0
966867.5964379037,1935675.618032207,0
966866.8525179354,1935678.670776769,0
966873.3242551674,1935681.0360612606,1
966867.6748857147,1935669.001429828,0
966867.6214827696,1935675.6266265456,0
966866.8569557216,1935678.5606522362,0
966873.3605193233,1935680.3294704496,1
966867.68288625,1935668.6205936198,0
966867.6431620087,1935675.1463967958,0
966866.8886545445,1935677.9653392585,0
966875.3107840185,1935677.7967983584,0
966873.3676046729,1935680.0462533124,1
966867.6726708829,1935668.548468385,0
966867.6783287792,1935675.150437934,0
966865.6909534747,1935673.6456335576,0
966875.3080907182,1935677.8007997249,0
966873.3756764998,1935679.760004535,1
966867.6333301105,1935668.537064817,0
966867.6680792209,1935675.1218248988,0
966865.6884414646,1935673.636643818,0
966875.3271514996,1935676.5651931672,0
966873.3839978382,1935679.5064880925,1
966867.418583732,1935662.0294749585,0
966867.6898341823,1935668.5895106022,0
966867.6336799319,1935675.1252908267,0
966873.3942253363,1935679.223304753,1
966867.7357393558,1935668.6127229903,0
966867.6461277934,1935675.125732802,0
966865.6979728864,1935673.646823447,0
966867.4784078889,1935662.0287073955,0
966873.4099829857,1935678.8979452509,1
966867.7983127541,1935668.5901548115,0
966867.6478127473,1935675.0361441816,0
966865.7191150413,1935673.5784370936,0
966875.3225223077,1935676.5560941102,0
966867.5366536966,1935661.9323492954,0
966873.4285317404,1935678.622957954,1
966867.6214199212,1935668.7376532794,0
966867.6817305532,1935675.0301834238,0
966865.7341152237,1935673.544591929,0
966875.3387412596,1935676.5367888531,0
966875.358850585,1935675.3793040342,0
966867.5712604363,1935661.84581653,0
966873.4447372332,1935678.339437337,1
966867.6622265917,1935675.0192108983,0
966865.723194365,1935673.5466074205,0
966875.3507115917,1935675.362927207,0
966867.56901547,1935661.8322867919,0
966867.7260526314,1935668.7898576725,0
966873.4531445036,1935678.1394771228,1
966865.7188251975,1935673.6083035937,0
966867.670105089,1935675.065980343,0
966875.4015609559,1935674.2526142304,0
966867.575389336,1935661.7961341864,0
966867.7588774689,1935668.8542214022,0
966873.4564331088,1935678.0277338484,1
966865.7243020727,1935673.6961169401,0
966867.7153675777,1935675.0969611797,0
966875.3220301968,1935675.5112889584,0
966875.3942841793,1935674.3308907028,0
966867.6827634162,1935661.7305273425,0
966867.770278223,1935668.807066937,0
966873.4571571273,1935677.9803209414,1
966865.7166456156,1935673.722622264,0
966867.7203634047,1935675.084294276,0
966875.3202351788,1935675.5414877944,0
966875.3958918465,1935674.3465095733,0
966867.5314777119,1935661.684842462,0
966867.722595981,1935668.809391772,0
966873.4579428452,1935677.949641729,1
966865.7217217817,1935673.7434355174,0
966867.715722007,1935675.0933884592,0
966875.3190863995,1935675.563933098,0
966875.3807158103,1935674.3834443497,0
966867.5589040469,1935661.8092711389,0
966867.7279265613,1935668.8457914768,0
966873.460050242,1935677.8987019714,1
966865.7219457756,1935673.7438129492,0
966867.6911409633,1935675.070074272,0
966875.3184985806,1935675.5624528853,0
966867.7333803786,1935668.942979442,0
966873.4645850763,1935677.7997189937,1
966865.719214783,1935673.7462520557,0
966867.7198566971,1935675.0255239718,0
966867.7250607657,1935668.9397078578,0
966873.4705846491,1935677.6652548946,1
966865.723302035,1935673.6929146077,0
966867.6620666853,1935674.7619965053,0
966867.6027278648,1935661.8052175355,0
966867.7360264258,1935668.8582192159,0
966873.476532852,1935677.5263495967,1
966867.729775345,1935674.9390555474,0
966875.3802293069,1935674.3700548322,0
966867.6066516731,1935661.951907052,0
966867.7443633045,1935668.9561288825,0
966865.7133115969,1935673.8728786714,0
966873.4820648684,1935677.3934651292,1
966867.6209462276,1935674.7739331953,0
966875.3932911175,1935674.2292727816,0
966867.7389143985,1935668.858163684,0
966865.7177109815,1935673.8148564692,0
966873.4957781573,1935677.0647559196,1
966867.5738764037,1935661.8964041749,0
966867.7089751565,1935668.8617108178,0
966865.716426627,1935673.8510942315,0
966867.4316927388,1935674.5844131538,0
966873.5068643435,1935676.8268333874,1
966875.3751282281,1935674.219974551,0
966867.5667770149,1935661.9153324068,0
966867.7312101828,1935668.8429737918,0
966865.7184257713,1935673.814942252,0
966873.520707306,1935676.6275398661,1
966875.3833940842,1935674.2246957943,0
966867.5630166602,1935661.863161885,0
966867.6879623956,1935668.8239680713,0
966865.7217352064,1935673.8410424294,0
966873.5362049703,1935676.4292395085,1
966875.4013431446,1935674.2334284768,0
966867.5978705249,1935661.9109982667,0
966867.688577687,1935668.7864691147,0
966865.726185161,1935673.825408063,0
966873.5480776057,1935676.2281754748,1
966875.4054675344,1935673.0290918604,0
966867.5787952718,1935661.889764219,0
966867.6982194938,1935668.8161664389,0
966873.5573861639,1935676.0238259258,1
966875.4105403885,1935673.0217916484,0
966867.5899556077,1935661.8900924996,0
966867.7406673571,1935668.8282244813,0
966873.5645697375,1935675.854745335,1
966875.4383952502,1935671.8687574302,0
966867.6056132716,1935661.897249363,0
966867.7166081188,1935668.8283619722,0
966873.570535654,1935675.7056199193,1
966875.3839855564,1935673.0903128663,0
966867.5993386083,1935661.998150514,0
966867.7372794399,1935668.8902107482,0
966873.5766494881,1935675.5107715419,1
966875.3825825766,1935673.0907358609,0
966867.5846418453,1935662.0169576493,0
966867.7346145737,1935668.8922214569,0
966873.5838060288,1935675.3175063285,1
966875.4120467777,1935673.0859383172,0
966867.5869590762,1935661.9704811405,0
966867.7083622522,1935668.8792655524,0
